patentid,countrycode
US4348641A,US
US5182449A,US
US6483397B2,US
US6625972B1,US
US5011348A,US
US5843533A,US
US6527566B1,US
US6888291B2,US
US5179573A,US
US4871984A,US
US6293091B1,US
US6848654B1,US
US5473334A,US
US4400884A,US
US4630064A,US
US4388030A,US
US7552896B2,US
WO2011142867A2,WO
US4385368A,US
US4601405A,US
US5983718A,US
US6719870B2,US
US4823396A,US
US8184272B2,US
US6935433B2,US
US4870426A,US
US4601446A,US
US7177592B2,US
US4899961A,US
US5831176A,US
US6768048B2,US
US4904863A,US
US7190743B2,US
US7137598B2,US
US8651924B1,US
US5000630A,US
US6292751B1,US
US5895699A,US
US4679884A,US
US4531699A,US
US4515472A,US
US7448822B2,US
US4506851A,US
US5684636A,US
US7426447B2,US
US7003058B2,US
US4896851A,US
US4965336A,US
US6412603B1,US
US4471023A,US
US7113142B2,US
US6987255B2,US
US5046688A,US
US5088181A,US
US4899039A,US
US4912432A,US
US6180932B1,US
US7212149B2,US
US5022393A,US
US7921442B2,US
US5715044A,US
US4348676A,US
US6288721B1,US
US7818945B2,US
US5935722A,US
US8409384B2,US
US6031486A,US
US4995575A,US
US4833040A,US
US5838053A,US
US7785053B2,US
US4812035A,US
US5152239A,US
US7641739B2,US
US5456429A,US
US7028948B2,US
US4332206A,US
US4707793A,US
US6993769B2,US
US4956780A,US
US7788002B2,US
US7620367B2,US
US5144230A,US
US4170773A,US
US5014933A,US
US8454788B2,US
US5488371A,US
US8005041B2,US
US7216544B2,US
US4482971A,US
US5430257A,US
US6029269A,US
US6749155B2,US
US7889907B2,US
US5019774A,US
US5903176A,US
US7083322B2,US
US5311359A,US
US4479100A,US
US5636814A,US
US5767509A,US
US4852805A,US
US4848708A,US
US7475854B2,US
US6301053B1,US
US4979191A,US
US8668166B2,US
US4755664A,US
US8016230B2,US
US4823401A,US
US6758568B2,US
US4691293A,US
US4908325A,US
US4463774A,US
US6830217B2,US
US5299765A,US
US5046687A,US
US4433418A,US
US4345191A,US
US5006973A,US
US8155876B2,US
US7643441B2,US
US5841589A,US
US5235613A,US
US4660170A,US
US4825375A,US
US6854634B2,US
US5823479A,US
US4848137A,US
US4392623A,US
US5529480A,US
US4155522A,US
US4712885A,US
US5995043A,US
US5331558A,US
US8316687B2,US
US9238335B2,US
US7143979B2,US
US6813843B1,US
US4208562A,US
US7995096B1,US
US2242604A,US
US2658139A,US
US2462841A,US
US2753551A,US
US2751586A,US
US2480682A,US
US6729809B2,US
US4434959A,US
US6375122B1,US
US7480261B2,US
US5942997A,US
US7155168B2,US
US4742730A,US
US4939682A,US
US6873609B1,US
US6997043B2,US
US6876094B2,US
US5161922A,US
US6509066B1,US
US7022050B2,US
US4826275A,US
US5756973A,US
US5545892A,US
US4650657A,US
US7617715B2,US
US7320249B2,US
US4757540A,US
US6782346B2,US
US6919103B2,US
US4136846A,US
US5000400A,US
US5650612A,US
US5761255A,US
US7347351B2,US
US4438509A,US
US5172325A,US
US7475852B2,US
US7857565B2,US
US7530531B2,US
US7918167B2,US
US4674029A,US
US5696857A,US
US7755351B2,US
US5559322A,US
US9017499B2,US
US8023921B2,US
US4199120A,US
US5076514A,US
US6377593B1,US
US2908171A,US
US5886445A,US
US5906757A,US
US7834300B2,US
US6969546B2,US
US4617593A,US
US4716399A,US
US6551091B1,US
US4964063A,US
US5255156A,US
US7052573B2,US
US7927979B2,US
US5649721A,US
US5175234A,US
US4951849A,US
US4451831A,US
US6601801B1,US
US8636936B2,US
US6576877B2,US
US7124981B2,US
US6483458B1,US
US4159089A,US
US6435331B1,US
US7873240B2,US
US7246527B2,US
US4976576A,US
US5528557A,US
US4759041A,US
US6025915A,US
US6478541B1,US
US4235398A,US
US6331759B1,US
US6712316B2,US
US5096526A,US
US5139150A,US
US5983478A,US
US6147349A,US
US6588708B2,US
US4646242A,US
US5076871A,US
US7099725B2,US
US5283625A,US
US4999005A,US
US7072634B2,US
US4755231A,US
US6126109A,US
US6661388B2,US
US5397183A,US
US5484296A,US
US6278823B1,US
US5197010A,US
US4687162A,US
US5566747A,US
CA920469A,CA
US6249002B1,US
US6744411B1,US
US8261253B2,US
US7488888B2,US
US6051324A,US
US5175554A,US
US6333391B1,US
US6141848A,US
US4988241A,US
US4133096A,US
US7406403B2,US
US7275720B2,US
US7085500B2,US
US5113346A,US
US6052987A,US
US4866276A,US
CA937341A,CA
CA937748A,CA
CA933087A,CA
US4409954A,US
US4353519A,US
US4869091A,US
US5487302A,US
US6592799B1,US
US6246822B1,US
US4920449A,US
US4799177A,US
EP1885401B1,EP
US4786912A,US
US4892626A,US
US4894922A,US
US7886439B2,US
US6639902B2,US
US8472706B2,US
CA932629A,CA
US10251069B1,US
US7246103B2,US
US6043842A,US
US4746830A,US
US971664A,US
WO2006002315A2,WO
WO2005020277A2,WO
CA931669A,CA
US7480395B2,US
US10185896B2,US
US6167172A,US
EP2021020B1,EP
US5471433A,US
US7193548B2,US
US4750147A,US
US10089883B2,US
US5472553A,US
US7193771B1,US
US6340796B1,US
US6912515B2,US
US3868659A,US
US6428650B1,US
US7305103B2,US
US10425996B1,US
US8972315B2,US
US3972320A,US
US3800164A,US
US4477225A,US
US4965732A,US
US3296421A,US
CA2699451A1,CA
WO2009011684A1,WO
CA926039A,CA
US8009515B2,US
US6478100B1,US
US6313714B1,US
US9754506B2,US
US9918211B2,US
US3302603A,US
US10043263B1,US
US3569725A,US
US3831546A,US
US3569965A,US
US4396228A,US
US4725131A,US
US7484589B2,US
US6930820B1,US
US6717819B1,US
US9729378B1,US
US5371369A,US
US4698489A,US
US4114155A,US
US5502645A,US
EP2185189B1,EP
US3681608A,US
US7097804B2,US
US6801764B2,US
US7017410B2,US
US3861220A,US
US7139319B2,US
US1255589A,US
US6650681B1,US
US7422150B2,US
US7523080B1,US
US3588723A,US
US3508073A,US
US2941354A,US
US5442719A,US
US5844345A,US
US5896199A,US
US7907774B2,US
US1316917A,US
US8961715B2,US
US3835271A,US
US7740779B2,US
US6794651B2,US
US4393498A,US
US5228541A,US
US5957982A,US
EP2976597A1,EP
WO2008105799A2,WO
CA933337A,CA
US5590046A,US
US3729425A,US
US7126533B2,US
US4179699A,US
US3532270A,US
US3195936A,US
US10333574B2,US
US9300134B2,US
US9007683B2,US
US9979575B2,US
US3418634A,US
US2730824A,US
WO2008139440A2,WO
US4920898A,US
US5727300A,US
US7779449B2,US
US10333807B2,US
US6268835B1,US
US10430618B2,US
US8130049B2,US
US9521338B2,US
US4401855A,US
US8712825B1,US
US9493717B2,US
US6278799B1,US
US3429221A,US
US9177259B1,US
US7099331B2,US
US6388622B1,US
US6345788B1,US
US8245951B2,US
US2342773A,US
US2676612A,US
US10293931B2,US
US7259106B2,US
IL244096D0,IL
US8756177B1,US
US6708019B2,US
US159142A,US
US5136421A,US
US1385696A,US
US5162218A,US
US2913306A,US
US3795288A,US
US8811188B1,US
US6219161B1,US
WO2007018574A2,WO
WO2005054854A1,WO
US2277378A,US
US2683855A,US
EP1644741B1,EP
WO2007141795A1,WO
WO2007086055A1,WO
EP2802838B1,EP
WO2008010226A1,WO
EP2272760B1,EP
EP1827972B8,EP
EP1974424B1,EP
EP2847739B1,EP
WO2013011512A1,WO
EP3071925B1,EP
EP3111157B1,EP
EP2425301B1,EP
WO2007083292A2,WO
EP2659219B1,EP
WO2015049679A1,WO
EP3011255B1,EP
EP3411727B1,EP
KR20180067506A,KR
US7152828B1,US
US6004362A,US
US6293027B1,US
EP2880103B1,EP
US5858187A,US
US5719324A,US
US4796192A,US
US7647163B2,US
US6866225B2,US
US4929906A,US
US7366909B2,US
US7090029B2,US
US6104358A,US
US8691413B2,US
US4517639A,US
US7150594B2,US
US2888542A,US
US7867352B2,US
US5156360A,US
US6056859A,US
US5126701A,US
US5115087A,US
US7729307B2,US
US4408739A,US
US6844057B2,US
US5185126A,US
US7372556B2,US
US4964218A,US
US6933888B1,US
US4553718A,US
US6556602B2,US
US7729574B2,US
US5205512A,US
US2888543A,US
US2778006A,US
US4871475A,US
US2773923A,US
US2408237A,US
US2500676A,US
US2729910A,US
US2852699A,US
US7305277B2,US
US6512474B2,US
US7434765B2,US
US5585564A,US
US6267326B1,US
US4593187A,US
US4648227A,US
US7769628B2,US
US7738236B2,US
US4786865A,US
US7014450B2,US
US5941065A,US
US6092272A,US
US4470701A,US
US4709121A,US
US5706010A,US
US5618729A,US
US7246987B2,US
US4150802A,US
US5490644A,US
US2789258A,US
US6709298B2,US
US8774981B2,US
US4557975A,US
US3281309A,US
US3428828A,US
US3476993A,US
US3132382A,US
US5967752A,US
US2570248A,US
US2386259A,US
US4492085A,US
US4072635A,US
US7614210B2,US
US9709659B2,US
US2844001A,US
US1958258A,US
USD364563S,US
US7443127B2,US
US8418475B2,US
US7802488B2,US
US7656054B2,US
US7688068B2,US
US4965139A,US
US6225937B1,US
US7059571B2,US
US7007893B2,US
US4420943A,US
US7644888B2,US
US6304226B1,US
US5483347A,US
US6813069B2,US
US5099121A,US
US6772977B2,US
US7281687B2,US
US7321383B2,US
US4653309A,US
US7751337B2,US
US4592808A,US
US4486756A,US
US7162715B1,US
US5032839A,US
US5907403A,US
US5184465A,US
US7389960B2,US
US4518967A,US
US6235381B1,US
US6071360A,US
US7278198B2,US
US5260768A,US
US5834684A,US
US5884843A,US
US8382413B2,US
US4378097A,US
US6102621A,US
US6993971B2,US
US8505616B2,US
US5161757A,US
US7263245B2,US
US6859725B2,US
US4736452A,US
US7281686B2,US
US4953933A,US
US5001336A,US
US6129261A,US
US7296395B1,US
US7478352B2,US
US6975616B2,US
US7189345B2,US
US8292214B2,US
US7806365B2,US
US7346485B2,US
US2632809A,US
US2348414A,US
US2411953A,US
US4917336A,US
US6379090B1,US
US4453114A,US
US4971268A,US
US5745278A,US
US8001423B2,US
US4795501A,US
US7357358B2,US
US7762496B2,US
US6980249B2,US
US5502442A,US
US6644593B2,US
US6926235B2,US
US5247447A,US
US5613049A,US
US5142141A,US
US6346985B1,US
US5646784A,US
US5379971A,US
US5749546A,US
US6685138B1,US
US5867258A,US
US6239763B1,US
US4399966A,US
US7436429B2,US
US7109942B2,US
US4787576A,US
US6547448B2,US
US4617567A,US
US4783253A,US
US4886442A,US
US4640149A,US
US5905208A,US
US7441726B2,US
US9534952B2,US
US7245347B2,US
US7764217B2,US
US6018306A,US
US8396472B2,US
US6268785B1,US
US5172118A,US
US7137760B2,US
US4935682A,US
US7880079B2,US
US5378109A,US
US4715100A,US
US7529649B2,US
US5137231A,US
US7260772B2,US
US4569199A,US
US4760324A,US
US4999469A,US
US6356239B1,US
US8090339B1,US
US4478689A,US
US4441548A,US
US6989592B2,US
US4972930A,US
US6950495B2,US
US8479003B2,US
US8332504B2,US
US4699849A,US
US6982794B1,US
US5811755A,US
US5214275A,US
US4372440A,US
US5780839A,US
US6563250B2,US
US7321804B2,US
US4174541A,US
US4385912A,US
US6715716B1,US
US7008357B2,US
US6693971B1,US
US4620790A,US
US4395172A,US
US6422514B1,US
US4151735A,US
US5239548A,US
US6257528B1,US
US6509520B1,US
US4728804A,US
US6927725B2,US
US6876950B2,US
US4688454A,US
US4602350A,US
US7239777B1,US
US6933845B2,US
US4604721A,US
US7999849B2,US
US4764193A,US
US4216820A,US
US6188342B1,US
US8986479B2,US
US6785526B2,US
US5359622A,US
US7546727B2,US
US10204875B2,US
US9115894B1,US
US5110239A,US
US4621265A,US
US7488144B2,US
US6056283A,US
US5739534A,US
US6889965B2,US
US4175656A,US
US4502905A,US
US2373139A,US
US2806080A,US
US2662981A,US
US2813185A,US
US5274314A,US
US7717594B2,US
USD269155S,US
US7431981B2,US
US4823364A,US
US4406429A,US
US4490723A,US
US6884976B2,US
US5155709A,US
US4596621A,US
US5969472A,US
US5171099A,US
US4475793A,US
US8229346B2,US
US4467327A,US
US4747067A,US
US5059968A,US
US7256661B2,US
US4931800A,US
US4192336A,US
US6943745B2,US
US4332041A,US
US6211839B1,US
US8899520B2,US
US5789724A,US
US5691842A,US
US4197978A,US
US8014475B2,US
US4578791A,US
US4489905A,US
US5331276A,US
US4558598A,US
US7366910B2,US
US4757645A,US
US2606228A,US
US7738593B2,US
US5748654A,US
US7623957B2,US
US4435958A,US
US4375932A,US
US7919753B2,US
US7876216B2,US
US5780838A,US
US5735487A,US
US5179542A,US
US7324042B2,US
US4888477A,US
US4931636A,US
US4317279A,US
US6633251B1,US
US5969079A,US
US5873953A,US
US4603029A,US
US4623781A,US
US7698949B2,US
US8002503B2,US
US5036469A,US
US5390155A,US
US8943892B2,US
US6279857B1,US
US2481151A,US
US7835330B2,US
US6354074B1,US
US5846912A,US
US7720577B2,US
US5859645A,US
US4381510A,US
US7193578B1,US
US7546983B2,US
US7755761B2,US
US6317547B1,US
US6966865B2,US
US5071541A,US
US5185671A,US
US6376063B1,US
US6675076B1,US
US3613778A,US
US6489639B1,US
US7147186B2,US
US5037190A,US
US8017894B2,US
US4814703A,US
US5692862A,US
US5132693A,US
US8234279B2,US
US4741499A,US
US5542032A,US
US6613255B2,US
US4496412A,US
US6457675B1,US
US6595056B2,US
US5780074A,US
US4472806A,US
US7702183B1,US
US4249974A,US
US4220275A,US
US5477685A,US
US6558235B2,US
US6355541B1,US
US5835208A,US
US5961076A,US
US5129604A,US
US2859534A,US
US7036770B2,US
US6477689B1,US
US5417139A,US
US5045659A,US
US7551656B2,US
US6450455B1,US
US6796526B2,US
US6616099B2,US
US4838502A,US
US8308101B2,US
US4470566A,US
US5455592A,US
US4534704A,US
US5799904A,US
US6478253B1,US
US4403681A,US
US5222359A,US
US8066218B2,US
US7201054B2,US
US8019544B2,US
US3474519A,US
US4548861A,US
US4750981A,US
US8316225B2,US
US4907760A,US
US7860107B2,US
US5020436A,US
US4605934A,US
US4862190A,US
US4691944A,US
US6352221B1,US
US7097139B2,US
US8050401B2,US
US3404396A,US
US6134968A,US
US6052606A,US
US5398519A,US
US7616603B2,US
US6698687B2,US
US9100361B1,US
US5915653A,US
US5809187A,US
US5660667A,US
US2789557A,US
US6549820B1,US
US5013979A,US
US4176209A,US
US4956834A,US
US6149104A,US
US4424496A,US
US7307700B1,US
US8408493B2,US
US5026407A,US
US5050093A,US
US7148776B2,US
US7435693B2,US
US2672564A,US
US5305009A,US
US6014746A,US
US4481417A,US
US6454893B1,US
US5870436A,US
US2386277A,US
US6508438B2,US
US6513756B1,US
US5446546A,US
US6786457B2,US
US5772172A,US
US6937203B2,US
US5630683A,US
US4547803A,US
US8691137B2,US
US4699333A,US
US6910327B2,US
US7836768B2,US
US2560124A,US
US2509419A,US
US2466028A,US
US6899184B2,US
US5482409A,US
US5341136A,US
US5110068A,US
US6042055A,US
US4639697A,US
US4895523A,US
US4281900A,US
US7827617B2,US
US5944285A,US
US7195210B2,US
US5331453A,US
US4569591A,US
US7576966B2,US
US4797843A,US
US7762120B2,US
US5116094A,US
US5393574A,US
US7580591B2,US
US7891297B1,US
US6817576B2,US
US4988858A,US
US6450772B1,US
US5216327A,US
US4765871A,US
US5322725A,US
US8411809B2,US
US7357354B2,US
US5650249A,US
US5543810A,US
US6430812B1,US
US4641315A,US
US4820278A,US
US2885623A,US
US5457570A,US
US7546979B1,US
US5758538A,US
US5034750A,US
US5004712A,US
US6374744B1,US
US6079665A,US
US4515471A,US
US6729818B1,US
US3478904A,US
US5173702A,US
US7849931B2,US
US3509971A,US
US4241581A,US
US3377040A,US
US5014176A,US
US5069397A,US
US6587056B1,US
US4884772A,US
US2433404A,US
US6305204B1,US
US5983719A,US
US4730154A,US
US5893040A,US
US6859471B2,US
US6915861B2,US
US6954620B2,US
US7578481B2,US
US6211951B1,US
US7522102B2,US
US6333811B1,US
US8557343B2,US
US4473901A,US
US6132677A,US
US5438449A,US
US4967982A,US
US7380754B2,US
US6712318B2,US
US6435786B1,US
US4767737A,US
US5478028A,US
US7554076B2,US
US5874924A,US
US7403131B2,US
US6419189B1,US
US6721675B1,US
US7643063B2,US
US4814571A,US
US4579699A,US
US5599472A,US
US6173921B1,US
US7051979B2,US
US7431196B2,US
US5298908A,US
US4786914A,US
US7526913B2,US
US4240206A,US
US4622511A,US
US8774987B2,US
US7952516B2,US
US7238960B2,US
US10288132B2,US
US6978971B1,US
US4931126A,US
US7355545B2,US
US5119535A,US
US5535687A,US
US4833338A,US
US4206461A,US
US4520966A,US
US5372478A,US
US5757317A,US
US4614607A,US
US6606056B2,US
US4372015A,US
US5598437A,US
US5606622A,US
US4615935A,US
US5207760A,US
US4770729A,US
US4686884A,US
US4732415A,US
US8072992B2,US
US7436359B1,US
US4727451A,US
US8135673B2,US
US5184137A,US
US6938500B2,US
US4568045A,US
US7062363B2,US
US4229109A,US
US6609681B2,US
US5127265A,US
US9921296B2,US
US8060345B2,US
US7254998B2,US
US6640189B2,US
US7444876B2,US
US5215413A,US
US6523578B1,US
US4598884A,US
US6021001A,US
US5102506A,US
US3354526A,US
US7295165B2,US
US2700741A,US
US8606433B2,US
US7016052B2,US
US5602290A,US
US5359889A,US
US6659402B1,US
US7083365B2,US
US5534824A,US
US5892868A,US
US4802095A,US
US4366476A,US
US4450661A,US
US5902756A,US
US7447598B2,US
US4413177A,US
US2475474A,US
US7148839B2,US
US5974433A,US
US4412291A,US
US4589770A,US
US7506855B2,US
US4847506A,US
US4797746A,US
US8204661B2,US
US5336560A,US
US4644343A,US
US2445766A,US
US5366180A,US
US5235524A,US
US5020714A,US
US2452075A,US
US2841775A,US
US7065153B2,US
US6554224B2,US
US2618735A,US
US5542333A,US
US6987560B2,US
US7215519B2,US
US4685823A,US
US2627055A,US
US2611110A,US
US2486001A,US
US2827537A,US
US2421864A,US
US4163231A,US
US4640477A,US
US4569494A,US
US6943799B2,US
US5879036A,US
US6676077B1,US
US4650321A,US
US6018414A,US
US4532949A,US
US7876602B2,US
US4114930A,US
US5011200A,US
US4171785A,US
US6330093B1,US
US5943739A,US
US7664090B2,US
US7184890B2,US
US4807795A,US
US7082485B2,US
US6067058A,US
US6930636B2,US
US6621071B2,US
US7413327B2,US
US3307152A,US
US4331084A,US
US4890962A,US
US6059975A,US
US7282658B2,US
US2673306A,US
US4879643A,US
US6153035A,US
US4917353A,US
US4646095A,US
US4664134A,US
US6319447B1,US
US6732147B1,US
US6830076B1,US
US7196349B2,US
US3360713A,US
US4613800A,US
US7460067B2,US
US7167126B2,US
US4422147A,US
US4976397A,US
US4583299A,US
US4395000A,US
US7083437B2,US
US4635883A,US
US4469354A,US
US4471508A,US
US7529603B2,US
US5347287A,US
US5029967A,US
US4651834A,US
US5833177A,US
US5685940A,US
US7342477B2,US
US7013808B1,US
US7093797B2,US
US2804605A,US
US6947733B2,US
US6763289B2,US
US6765532B2,US
US4955559A,US
US7357014B2,US
US6432225B1,US
US5608744A,US
US4444087A,US
US8443575B1,US
US5020747A,US
US4906990A,US
US6866234B1,US
US8464407B2,US
US7911343B2,US
US5566202A,US
US4793903A,US
US4611283A,US
US4985195A,US
US5515210A,US
US4785746A,US
US5959294A,US
US7149660B2,US
US6829197B2,US
US4421349A,US
US7593492B1,US
US6283684B1,US
US6319008B1,US
US7035475B1,US
US7063562B2,US
US4795912A,US
US4174987A,US
US6454276B2,US
US7823490B2,US
US5911389A,US
US4217756A,US
US5827598A,US
US8041118B2,US
US4666103A,US
US4742522A,US
US5637502A,US
US2402983A,US
US5375130A,US
US5327141A,US
US3922522A,US
US5896196A,US
US5031655A,US
US7304305B2,US
US6347768B1,US
US4498823A,US
US4313120A,US
US5587098A,US
US5000567A,US
US7307431B2,US
US7724117B2,US
US5276449A,US
US7118071B2,US
US6004449A,US
US8865050B2,US
US6604355B1,US
US4216574A,US
US7437014B2,US
US6435457B1,US
US5126803A,US
US6010640A,US
US6625354B2,US
US5486684A,US
US2920865A,US
US7107910B2,US
US5704569A,US
US6236287B1,US
US4904965A,US
US7633283B2,US
US2648195A,US
US5495209A,US
US5101413A,US
US4644293A,US
US6087640A,US
US10094643B2,US
US4180422A,US
US7283291B2,US
US4493170A,US
US5629522A,US
US4187125A,US
US7313959B2,US
US7572482B2,US
US4738592A,US
US8379224B1,US
US6794012B2,US
US4591685A,US
US4682531A,US
US4463605A,US
US8356244B2,US
US7663294B2,US
US5069547A,US
US6418246B1,US
US4877317A,US
US5212944A,US
US4213195A,US
US5105515A,US
US4463453A,US
US5742385A,US
US4205233A,US
US4711650A,US
US2892526A,US
US4651297A,US
US5428995A,US
US5299894A,US
US4643621A,US
US6897419B1,US
US5890093A,US
US7397351B1,US
US5282357A,US
US2373089A,US
US6655268B2,US
US5718227A,US
US4667904A,US
US7698026B2,US
US9996913B2,US
US4855751A,US
US7624732B2,US
US6764043B2,US
US4594750A,US
US6257522B1,US
US5426304A,US
US5162294A,US
US5268576A,US
US2411601A,US
US6944843B2,US
US6822812B1,US
US4780672A,US
US2447489A,US
US5303248A,US
US5004387A,US
US8436905B2,US
US5480111A,US
US5245293A,US
US2447038A,US
US7263510B2,US
US7167197B2,US
US5032865A,US
US5462357A,US
US7344108B2,US
US5069401A,US
US5270667A,US
US4704865A,US
US2118452A,US
US2786193A,US
US2599033A,US
US2294388A,US
US2685073A,US
US2435984A,US
US5707477A,US
US4603681A,US
US6243614B1,US
US7114406B2,US
US4589613A,US
US4283729A,US
US4180362A,US
US4516007A,US
US7289078B2,US
US4800825A,US
US7978139B2,US
US4135379A,US
US6910252B2,US
US4937456A,US
US7038677B2,US
US6265810B1,US
US6855257B2,US
US7344260B2,US
US6843681B2,US
US6182927B1,US
US6369546B1,US
US8871554B2,US
US6695493B2,US
US6413159B1,US
US6016995A,US
US6182531B1,US
US4419051A,US
US5905937A,US
US4157663A,US
US4128701A,US
US6697996B2,US
US6891660B2,US
US4652882A,US
US5864922A,US
US9811720B2,US
US5619218A,US
US6100775A,US
US6587205B2,US
US4862185A,US
US5825501A,US
US4858678A,US
US5150860A,US
US4333060A,US
US7852391B2,US
US6900641B2,US
US7465234B2,US
US4789788A,US
US5883308A,US
US6356241B1,US
US6215694B1,US
US5127139A,US
US7924747B2,US
US7282650B2,US
US6159091A,US
US6414644B1,US
US5258924A,US
US5486922A,US
US7065321B2,US
US4577794A,US
US8650958B2,US
US7412252B2,US
US4670758A,US
US4197551A,US
US7686608B2,US
US7455742B2,US
US1518360A,US
US6627697B2,US
US4534167A,US
US5452865A,US
US7370831B2,US
US5448883A,US
US4877375A,US
US5000635A,US
US5036331A,US
US4824050A,US
US4076331A,US
US5286108A,US
US5084864A,US
US5693140A,US
US6029053A,US
US6377600B1,US
US4182787A,US
US5710776A,US
US7693620B2,US
US7341384B2,US
US5063974A,US
US8313812B2,US
US6788405B2,US
US5107451A,US
US4753354A,US
US4847479A,US
US6344777B1,US
US6801701B1,US
US5777214A,US
US6601523B2,US
US5007254A,US
US4826110A,US
US5638169A,US
US6111358A,US
US5231465A,US
US6123292A,US
US7357149B2,US
US6980106B2,US
US4675558A,US
US6834146B2,US
US8568545B2,US
US6536712B1,US
US5295118A,US
US4912625A,US
US4461127A,US
US7199344B2,US
US5243298A,US
US5050743A,US
US3268880A,US
US6285802B1,US
US6886783B2,US
US5552753A,US
US7272878B2,US
US5721009A,US
US6578447B1,US
US7495878B2,US
US6382105B1,US
US4194633A,US
US6766227B2,US
US6871816B2,US
US7109935B2,US
US5973778A,US
US6299106B1,US
US5984234A,US
US5758433A,US
US6161800A,US
US4848182A,US
US7819025B2,US
US6957631B2,US
US5363343A,US
US4660044A,US
US5608317A,US
US5508690A,US
US4849900A,US
US6621848B1,US
US6892697B2,US
US7376349B2,US
US5039991A,US
US4839531A,US
US7069036B2,US
US6739111B2,US
US6931294B2,US
US4814642A,US
US6568639B2,US
US7007894B1,US
US4380012A,US
US6570227B2,US
US6933718B2,US
US7287987B2,US
US7681290B2,US
US4968637A,US
US5921501A,US
US7083144B2,US
US7018217B2,US
US6557820B2,US
US5520717A,US
US6928381B2,US
US8117291B1,US
US6678288B2,US
US4662000A,US
US4660165A,US
US5341681A,US
US4477228A,US
US5086483A,US
US4934199A,US
US7069194B2,US
US4685643A,US
US4573649A,US
US5088658A,US
US5703341A,US
US7905971B2,US
US6374618B1,US
US7966830B2,US
US8450668B2,US
US8292227B2,US
US4911538A,US
US3182164A,US
US5091917A,US
US5313480A,US
US7773116B1,US
US9555892B2,US
US6236508B1,US
US2415854A,US
US6425717B1,US
US6172374B1,US
US4538780A,US
US6298316B1,US
US4557440A,US
US2834876A,US
US4151640A,US
US8096225B1,US
US6683561B1,US
US6959835B2,US
US7720226B2,US
US6167760B1,US
US7611090B2,US
US4722357A,US
US7802413B2,US
US4724331A,US
US5493619A,US
US4930421A,US
US6423969B1,US
US7139526B2,US
US3282350A,US
US4905937A,US
US6014804A,US
US6034371A,US
US6125270A,US
US6222111B1,US
US4487083A,US
US5329349A,US
US5161054A,US
US7561753B2,US
US8491745B2,US
US9108602B2,US
US2720617A,US
US10286983B1,US
US4411399A,US
US7216581B2,US
US6947875B2,US
US7102824B2,US
US7298152B1,US
US6845949B2,US
US6234427B1,US
US6863243B2,US
US6354587B1,US
US7004186B2,US
US2383018A,US
US2729803A,US
US2623116A,US
US2294413A,US
US2273724A,US
US2627573A,US
US2833657A,US
US2477601A,US
US2832005A,US
US2814298A,US
US2276371A,US
US2495885A,US
US2790054A,US
US2102325A,US
US7837541B2,US
US5303208A,US
US2882587A,US
US4703464A,US
US6122057A,US
US6712542B2,US
US5148496A,US
US7307915B2,US
US7756094B2,US
US4350551A,US
US5899463A,US
US6080550A,US
US4480254A,US
US5958583A,US
US4940305A,US
US4186374A,US
US5162199A,US
US7529472B2,US
US6774606B1,US
US5917597A,US
US7729244B2,US
US5530545A,US
US7811844B2,US
US5748565A,US
US6640237B1,US
US4697763A,US
US2782334A,US
US7665096B2,US
US4315468A,US
US6661317B2,US
US4808863A,US
US7899644B2,US
US6362872B1,US
US8095302B2,US
US7139258B2,US
US4818101A,US
US4949917A,US
US4457293A,US
US4831623A,US
US4752895A,US
US5867121A,US
US2362510A,US
US6831926B1,US
US5708443A,US
US5225696A,US
US6158694A,US
US4799354A,US
US5552792A,US
US4618218A,US
US5184195A,US
US5598489A,US
US2475363A,US
US4764909A,US
US5536910A,US
US6487743B1,US
US6653608B1,US
US5034896A,US
US7839321B2,US
US4980925A,US
US4995693A,US
US4870238A,US
US7822258B2,US
US8037802B2,US
US8706298B2,US
US5898239A,US
US8179288B2,US
US5236341A,US
US5127308A,US
US5559515A,US
US5626311A,US
US5178348A,US
US7665221B2,US
US6729240B1,US
US4206597A,US
US6776043B1,US
US4618109A,US
US4837574A,US
US4904999A,US
US6107770A,US
US6317658B1,US
US7342913B2,US
US4912999A,US
US5148128A,US
US6771217B1,US
US7584250B1,US
US4735774A,US
US5675498A,US
US6986462B2,US
US4513285A,US
US8783185B2,US
US5757311A,US
US6134281A,US
US6255137B1,US
US7645406B2,US
US5533417A,US
US5442720A,US
US6621460B2,US
US4155800A,US
US7259384B2,US
US4686022A,US
US7704565B2,US
US7379191B2,US
US5775643A,US
US7717527B1,US
US4422501A,US
US5802077A,US
US7676064B2,US
US4991795A,US
US4904940A,US
US5824404A,US
US6504508B2,US
US5223708A,US
US6903357B2,US
US4767937A,US
US4353072A,US
US6811733B2,US
US4952894A,US
US6932298B1,US
US4871219A,US
US4664737A,US
US3772529A,US
US8371201B2,US
US5738303A,US
US7811374B2,US
US4544914A,US
US6545633B1,US
US8900890B2,US
US4639938A,US
US4564543A,US
US7730821B2,US
US5225838A,US
US4492465A,US
US5249530A,US
US7735321B2,US
US8540134B2,US
US5906097A,US
US4400420A,US
US7840180B2,US
US7107034B2,US
US7742620B2,US
US7202591B2,US
US4577116A,US
US5378992A,US
US8311658B2,US
US4482108A,US
US4591334A,US
US8659424B2,US
US6144333A,US
US6497388B1,US
US4797635A,US
US7085388B2,US
