title,industry
Bridgestone Americas Tire Operations Llc,Automobile
Bridgestone Americas Tire Operations Llc,Auto And Truck Parts
Brewster Aeronautical Corp,It Service Management
Brewster Aeronautical Corp,It Services
Brewster Aeronautical Corp,Information Technology Consulting
Brewster Aeronautical Corp,It Consulting
Brembo Spa,Automotive Industry
Brembo Spa,Automotive
Breathe Technologies Inc,Retail
Breathe Technologies Inc,Consumer Electronics
Breakthrough Performance Tech Llc,Sports Technology And Data
"Brainscope Company, Inc.",Medical Neurotechnology
Brainscope Co Inc,Medical Neurotechnology
Bowe Bell And Howell Postal Systems Co,Manufacturing
Bouygues Offshore Sa,Rail Transport
Botlink Llc,Semiconductors
Botlink Llc,Unmanned Aerial Vehicle
Botlink Llc,Unmanned Aerial Systems
Boston Scientific Scimed Inc,Medical Device
Boston Scientific Limited,Medical Device
Boston Dynamics Inc,Robotics
Boston Dynamics Inc,Artificial Intelligence
Boston Dynamics Inc,Automation
Bose Corp,Audio Electronics
Borgwarner Inc,Automotive Industry
Booz-Allen & Hamilton Inc,Unbulleted List
Booz-Allen & Hamilton Inc,Management Consulting
Booz-Allen & Hamilton Inc,Information Technology Consulting
Booz Allen And Hamilton Inc,Unbulleted List
Booz Allen And Hamilton Inc,Management Consulting
Booz Allen And Hamilton Inc,Information Technology Consulting
Booz Allen Hamilton Inc,Unbulleted List
Booz Allen Hamilton Inc,Management Consulting
Booz Allen Hamilton Inc,Information Technology Consulting
Bombardier Transportation Gmbh,Rail Transportation
Boeing Environmental Products Inc,Unbulleted List
Boeing Environmental Products Inc,Aerospace Manufacturer
Boeing Environmental Products Inc,Aerospace
Boeing Environmental Products Inc,Arms Industry
Boeing Environmental Products Inc,Defense
Boeing Defense And Space Group,Aerospace And Arms Industry
Boeing Defense And Space Group,Defense
Boeing Computer Services Inc,Unbulleted List
Boeing Computer Services Inc,Aerospace Manufacturer
Boeing Computer Services Inc,Aerospace
Boeing Computer Services Inc,Arms Industry
Boeing Computer Services Inc,Defense
Boeing Company (The),Unbulleted List
Boeing Company (The),Aerospace Manufacturer
Boeing Company (The),Aerospace
Boeing Company (The),Arms Industry
Boeing Company (The),Defense
Boeing Co:The,Unbulleted List
Boeing Co:The,Aerospace Manufacturer
Boeing Co:The,Aerospace
Boeing Co:The,Arms Industry
Boeing Co:The,Defense
Boeing Co,Unbulleted List
Boeing Co,Aerospace Manufacturer
Boeing Co,Aerospace
Boeing Co,Arms Industry
Boeing Co,Defense
Boehringer Ingelheim Pharma,Pharmaceuticals
Bodymedia Inc,Healthcare
Blue Coat Systems Inc,Security
Blohm And Voss Ag,Shipbuilding
Blohm Voss Ag,Shipbuilding
Blast Motion Inc,Software Industry
Blast Motion Inc,Software
Blackboard Connect Inc,Educational Technology
Blackberry Ltd,Software Industry
Blackberry Ltd,Software
Bit9 Inc,Endpoint Security
Bit 9 Inc,Internet Software And Services
Biostar Inc,Computer Hardware Electronics
Biosite Inc,Manufacturing And Service (Economics)
Biosite Inc,Services
Biogen Inc,Biotechnology
Bioconnect Inc.,Biometrics
Biotie Therapies Inc,Biotechnology
Bio Medical Engineering Hk Ltd,List Of Life Sciences
Binax Services Inc,Unbulleted List
Binax Services Inc,Healthcare Industry
Binax Services Inc,Health Care
Binax Services Inc,Medical Devices
Binax Services Inc,Pharmaceutical Industry
Binax Services Inc,Pharmaceutical
Binax Inc,Health Care Diagnostics
Bharat Biotech International Limited,Biotechnology
Berkshire Laboratories Inc,Health Care
Benteler Automobiltechnik Gmbh,Automotive Supplier
Benteler Automobiltechnik Gmbh,Steel/Tube Production
Benecke-Kaliko Ag,Automotive Supplier
Benecke Kaliko Ag,Automotive Supplier
Bendix Corp,Automotive
Bendix Aviation Corp,Automotive
Beloit Corp,Electric Motors & Controls
Bell And Howell Postal Systems Inc,Manufacturing
Bell Textron Inc,Aerospace Defense
Bell Helicopter Textron Inc.,Aerospace Defense
Bell Helicopter Textron Inc,Aerospace Defense
Bell Aerospace Corp,Aerospace Industry
Bell Aerospace Corp,Medical Industry
Bell Aerospace Corp,Defense Industry
Bekaert Sa Nv,Manufacturing
Bekaert Sa Nv,Chemical Industry
Bekaert Sa Nv,Chemicals
Beijing Xiaomi Mobile Software Co Ltd,Plainlist
Beijing Xiaomi Mobile Software Co Ltd,Consumer Electronics  Computer Hardware
Beijing Qihoo Technology Co Ltd,Computer Software
Beijing Mobike Technology Co Ltd,Transportation
Beijing Lenovo Software Ltd,Computer Hardware
Beijing Lenovo Software Ltd,Electronics
Beijing Didi Infinity Technology And Development Co Ltd,Conglomerate (Company)
Beijing Didi Infinity Technology And Development Co Ltd,Conglomerate
Beijing Baidu Netcom Science And Technology Co Ltd,Telecommunications
Beijing Boe Display Technology Co Ltd,Plainlist
Beijing Boe Display Technology Co Ltd,Electronics  Health Care  Internet Of Things  Photovoltaics
Beiersdorf Ag,Fast-Moving Consumer Goods
Beiersdorf Ag,Consumer Goods
Becton Dickinson And Co,Medical Equipment
Becton Dickinson And Co,Consulting
Beacon System Inc,Credit Risk Assessment
Bayerische Motoren Werke Ag,Automotive Industry
Bayerische Motoren Werke Ag,Automotive
Bayer Pharma Ag,Pharmaceutical
Bayer Materialscience Ag,Plainlist
Bayer Materialscience Ag,Pharmaceutical Industry
Bayer Materialscience Ag,Pharmaceuticals  Chemical Industry
Bayer Materialscience Ag,Chemicals  Biotechnology  Healthcare Industry
Bayer Materialscience Ag,Healthcare
Bayer Intellectual Property Gmbh,Pharmaceuticals
Bayer Intellectual Property Gmbh,Drugs & Healthcare
Bayer Innovation Gmbh,Mechanical Engineering
Bayer Cropscience Lp,Plainlist
Bayer Cropscience Lp,Pharmaceutical Industry
Bayer Cropscience Lp,Pharmaceuticals  Chemical Industry
Bayer Cropscience Lp,Chemicals  Biotechnology  Healthcare Industry
Bayer Cropscience Lp,Healthcare
Bayer Cropscience Aktiengesellschaft,Plainlist
Bayer Cropscience Aktiengesellschaft,Pharmaceutical Industry
Bayer Cropscience Aktiengesellschaft,Pharmaceuticals  Chemical Industry
Bayer Cropscience Aktiengesellschaft,Chemicals  Biotechnology  Healthcare Industry
Bayer Cropscience Aktiengesellschaft,Healthcare
Bayer Cropscience Ag,Plainlist
Bayer Cropscience Ag,Pharmaceutical Industry
Bayer Cropscience Ag,Pharmaceuticals  Chemical Industry
Bayer Cropscience Ag,Chemicals  Biotechnology  Healthcare Industry
Bayer Cropscience Ag,Healthcare
Bayer Bioscience Nv,Agrobusiness
Bayer Bioscience Nv,Chemicals
Bayer Aktiengesellschaft,Pharmaceuticals
Bayer Aktiengesellschaft,Agricultural Chemicals
Bayer Aktiengesellschaft,
Bayer Ag,Plainlist
Bayer Ag,Pharmaceutical Industry
Bayer Ag,Pharmaceuticals  Chemical Industry
Bayer Ag,Chemicals  Biotechnology  Healthcare Industry
Bayer Ag,Healthcare
Bayco Products Ltd,Industrial Manufacturing
Bausch And Lomb Inc,Medical Instruments
Battelle Memorial Institute Inc,National Security
Battelle Memorial Institute Inc,Healthcare
Battelle Memorial Institute Inc,Environment
Battelle Memorial Institute,National Security
Battelle Memorial Institute,Healthcare
Battelle Memorial Institute,Environment
Battelle Energy Alliance Llc,National Security
Battelle Energy Alliance Llc,Healthcare
Battelle Energy Alliance Llc,Environment
Basf Se,Chemical Industry
Basf Se,Chemicals
Basf Corporation,Chemical Industry
Basf Corporation,Chemicals
Basf Ag,Chemical Industry
Basf Ag,Chemicals
Basell Poliolefine Spa,Plastic
Basell North America Inc,Chemicals
Barracuda Technologies Ab,Aerospace And Defense (Military)
Barracuda Technologies Ab,Defence
Barber Greene Co,Earth Movers
Barber Greene Co,Asphalt
Baotou Iron And Steel Group Co Ltd,Steel Manufacturing
Baoshan Iron And Steel Co Ltd,Metallurgy
Bank Of America Na,Finance And Insurance
Bank Of America Corp,Financial Services
Bandai Namco Entertainment Inc,Video Game Industry
Bandai Namco Entertainment Inc,Video Games
Banco Santander Sa,Financial Services
Bally Gaming Inc,Casino Games<Br/>Accounting Systems
Ballard Material Products Inc,Alternative Energy
Ball Corp,Packaging
Ball Corp,Aerospace
Balfour Beatty Plc,Infrastructure: Professional Services
Balfour Beatty Plc,Construction Services
Balfour Beatty Plc,Support Services
Balfour Beatty Plc,Infrastructure Investments
Baker Hughes Inc,Hydrocarbon Exploration
Baidu Com Times Technology Beijing Co Ltd,Internet
Baidu Com Times Technology Beijing Co Ltd,Artificial Intelligence
Baidu Com Times Technology Beijing Co Ltd,Cloud Computing
Baidu Online Network Technology Beijing Co Ltd,Internet
Baidu Online Network Technology Beijing Co Ltd,Artificial Intelligence
Baidu Online Network Technology Beijing Co Ltd,Cloud Computing
Bae Systems Integrated Defense Solutions Inc.,Aerospace And Arms Industry
Bae Systems Integrated Defense Solutions Inc.,Defense
"Bae Systems Information And Electronic Systems Integration, Inc.",Aerospace And Arms Industry
"Bae Systems Information And Electronic Systems Integration, Inc.",Defense
Bae Systems Information And Electronic Systems Integration Inc.,Aerospace And Arms Industry
Bae Systems Information And Electronic Systems Integration Inc.,Defense
Bae Systems Advanced Information Technologies Inc.,Aerospace And Arms Industry
Bae Systems Advanced Information Technologies Inc.,Defense
Back Paddock Co Pty Ltd,Pharmaceutical
Bw Ip International Inc,Diversified Machine (Mechanical)
Bw Ip International Inc,Machinery
Budd Corp,Rail Transport
Budd Corp,Automobile
Budd Corp,Aviation
Bsh Hausgeraete Gmbh,Manufacturing
Bp Technology Ventures Ltd,Petroleum Industry
Bp Technology Ventures Ltd,Oil And Gas
Bp Products North America Inc,Petroleum Industry
Bp Products North America Inc,Oil And Gas
Bp Corp North America Inc,Petroleum Industry
Bp Corp North America Inc,Petroleum
Booz Allen And Hamilton,Unbulleted List
Booz Allen And Hamilton,Management Consulting
Booz Allen And Hamilton,Information Technology Consulting
Boe Technology Group Co Ltd,Plainlist
Boe Technology Group Co Ltd,Electronics  Health Care  Internet Of Things  Photovoltaics
Biomedical Dynamics Corp,Scientific & Technical Instruments
Bio Key International Inc,Computer Hardware
Bio Key International Inc,Computer Software
Bfm Energy Products Corp.,Investment Management
Beta Systems Software Ag,Digital Transformation Cloud Computing Artificial Intelligence Robotics Computer Hardware Computer Software Software Modernization Enterprise Architecture Application Portfolio Management
Bertea Corp,Manufacturing
Bea Systems Inc,Software Company
Basf Schweiz Ag,Chemical Substance
Basf Corp,Chemical Industry
Basf Corp,Chemicals
Basf Australia Ltd,Chemical Industry
Basf Australia Ltd,Chemicals
Basen Corp,Mining
Banner Engr Corp,Broadcasting
Bae Systems Technology Solutions And Services Inc,Aerospace And Arms Industry
Bae Systems Technology Solutions And Services Inc,Defense
Bae Systems Survivability Systems Llc,Aerospace Manufacturer
Bae Systems Survivability Systems Llc,Aerospace
Bae Systems Survivability Systems Llc,Arms Industry
Bae Systems Survivability Systems Llc,Information Security
Bae Systems Spectral Solutions Llc,Aerospace And Defense (Military)
Bae Systems Spectral Solutions Llc,Defence
Bae Systems Specialty Defense Systems Of Pennsylvania Inc,Automotive Industry
Bae Systems Specialty Defense Systems Of Pennsylvania Inc,Automotive
Bae Systems Specialty Defense Systems Of Pennsylvania Inc,Arms Industry
Bae Systems Plc,Aerospace Manufacturer
Bae Systems Plc,Aerospace
Bae Systems Plc,Arms Industry
Bae Systems Plc,Information Security
Bae Systems Marine Ltd,Shipbuilding Naval Architecture
Bae Systems Marine Ltd,Marine Engineering
Bae Systems Land And Sea Systems Ltd,Defense Contractor
Bae Systems Land And Sea Systems Ltd,Defence
Bae Systems Integrated Defense Solutions Inc,Aerospace And Arms Industry
Bae Systems Integrated Defense Solutions Inc,Defense
Bae Systems Information And Electronic Warfare Systems Inc,Aerospace And Arms Industry
Bae Systems Information And Electronic Warfare Systems Inc,Defense
Bae Systems Information And Electronic Systems Integration Inc,Aerospace And Arms Industry
Bae Systems Information And Electronic Systems Integration Inc,Defense
Bae Systems Information Solutions Inc,Aerospace And Arms Industry
Bae Systems Information Solutions Inc,Defense
Bae Systems Inc,Aerospace And Arms Industry
Bae Systems Inc,Defense
Bae Systems Imaging Solutions Inc,Aerospace And Arms Industry
Bae Systems Imaging Solutions Inc,Defense
Bae Systems Defence Systems Ltd,Aerospace Manufacturer
Bae Systems Defence Systems Ltd,Aerospace
Bae Systems Defence Systems Ltd,Arms Industry
Bae Systems Defence Systems Ltd,Information Security
Bae Systems Controls Inc,Aerospace And Arms Industry
Bae Systems Controls Inc,Defense
Bae Systems Australia Ltd,Aerospace And Arms Industry
Bae Systems Australia Ltd,Defence
Bae Systems Aircraft Controls Inc,Aerospace And Arms Industry
Bae Systems Aircraft Controls Inc,Defense
Bae Systems Aerospace And Defense Group Inc,Aerospace And Arms Industry
Bae Systems Aerospace And Defense Group Inc,Defense
Bae Systems Aerospace Inc,Aerospace And Arms Industry
Bae Systems Aerospace Inc,Defense
Bae Systems Aerospace Electronics Inc,Aerospace And Arms Industry
Bae Systems Aerospace Electronics Inc,Defense
Bae Systems Advanced Technologies Inc,Aerospace And Arms Industry
Bae Systems Advanced Technologies Inc,Defense
Bae Systems Advanced Systems,Aerospace Manufacturer
Bae Systems Advanced Systems,Aerospace
Bae Systems Advanced Systems,Arms Industry
Bae Systems Advanced Systems,Information Security
Bae Systems Advanced Information Technologies Inc,Aerospace And Arms Industry
Bae Systems Advanced Information Technologies Inc,Defense
Bae Systems Land Systems South,Defense Contractor
Bae Systems Land Systems South,Defence
Bae Systems Electronics Sustainment Inc,Aerospace Manufacturer
Bae Systems Electronics Sustainment Inc,Aerospace
Bae Systems Electronics Sustainment Inc,Arms Industry
Bae Systems Electronics Sustainment Inc,Information Security
Bachmann Gmbh,Ivory
Bachmann Gmbh,Celluloid
Bachmann Gmbh,Plastics
Bachmann Gmbh,And Accessories For Model Railroading
Azuqua Inc,Ipaas
Aztec Concrete And Accessories Inc,Concrete Construction
Azdel Inc,Recreational Vehicle
Azdel Inc,Recreation Vehicles
Axis Ab,Video Surveillance
Axcelis Tech Inc,Manufacturing
Axcelis Tech Inc,Conglomerate
Axalto Sa,Information Technology
Avy Tech B V,Aviation
Avy Tech B V,Logistics
Avy Tech B V,Emergency Response
"Avon Products, Inc.",Cosmetics
Avio Spa,Aerospace
Avio Spa,Aeronautical
Avio Spa,Defence
Avio Spa,Space
Avio Spa,Marine
Avio Spa,Electronics
Avio Spa,Energy
Avery Dennison Corp,Packaging
Aventis Pharma S.A.,Plainlist
Aventis Pharma S.A.,Pharmaceutical Industry
Aventis Pharma S.A.,Pharmaceuticals  Biotechnology  Healthcare Industry
Aventis Pharma S.A.,Healthcare
Aventis Pharma Gmbh,Plainlist
Aventis Pharma Gmbh,Pharmaceutical Industry
Aventis Pharma Gmbh,Pharmaceuticals  Biotechnology  Healthcare Industry
Aventis Pharma Gmbh,Healthcare
Aventis Pasteur Ltd,Plainlist
Aventis Pasteur Ltd,Pharmaceutical Industry
Aventis Pasteur Ltd,Pharmaceuticals  Biotechnology  Healthcare Industry
Aventis Pasteur Ltd,Healthcare
Aventis Pasteur Inc,Plainlist
Aventis Pasteur Inc,Pharmaceutical Industry
Aventis Pasteur Inc,Pharmaceuticals  Biotechnology  Healthcare Industry
Aventis Pasteur Inc,Healthcare
Avco Corp,Unbulleted List
Avco Corp,Aerospace Industry
Avco Corp,Arms Industry
Avaya Inc,Technology
Avante International Tech Inc,Software
Avante International Tech Inc,Enterprise Content Management
Avante International Tech Inc,Document Management
Avante International Tech Inc,Business Process Automation
"Avanir Pharmaceuticals, Inc.",Pharmaceutical Industry
"Avanir Pharmaceuticals, Inc.",Pharmaceutical
Avanir Pharmaceuticals,Pharmaceutical Industry
Avanir Pharmaceuticals,Pharmaceutical
Avalex Technologies Corporation,Aerospace Manufacturer
Avalex Technologies Corporation,Aerospace And Defense Industry
Avalex Technologies Corporation,Defense
Autonomous Solutions Inc,Vehicle Automation (Mining
Autonomous Solutions Inc,Farming
Autonomous Solutions Inc,Automotive
Autonomous Solutions Inc,Agricultural
Autonomous Solutions Inc,Military
Autonomous Solutions Inc,Logistics
Autonomous Solutions Inc,Security)
Autonomous Robotics Ltd,Marine Technology
Automotive Technologies International Inc,Automotive Industry
Automotive Technologies International Inc,Automotive
Automotive Research And Testing Center,Automotive
Automotive Research And Testing Center,Research
Automation Industries Inc,Industrial Automation And Controls
Autoliv Development Ab,Automotive Safety
Autoflug Gmbh,Wind Power Industry
Autoflug Gmbh,Wind Power
Autodesk Inc,Ubl
Autodesk Inc,Software
Autodesk Inc,Media & Entertainment
Autodesk Inc,Manufacturing & Industrial
Autodesk Inc,Bioscience
Aurora Innovation Inc,Self-Driving Car
Audio Visual Imagineering Inc,Engineering
Audio Visual Imagineering Inc,Architecture Design
Audi Ag,Automotive Industry
Audi Ag,Automotive
Aubert&Duval,Basic Resources
Au Optronics Corp.,Electronics
Au Optronics Corp,Electronics
Atos It Solutions And Services Ag,Information Technology Consulting Outsourcing
Atomic Energy Of Canada Ltd (Aecl),Nuclear Power Research
Atmel Corp,Semiconductors
Atlas Elektronik Gmbh,Arms Industry
Atlas Elektronik Gmbh,Defence
Atlas Elektronik Gmbh,Marine Electronics
Atlas Elektronik Gmbh,Marine Engineering
Atlas Copco Ab,Industrial Equipment
Atlantic Richfield Co,Plainlist
Atlantic Richfield Co,Petroleum Industry
Atlantic Richfield Co,Petroleum (1966–2000)  Environmental Clean-Up (2000–Present)
Atlantic Aerospace Electronics Corp,Automotive Industry
Atlantic Aerospace Electronics Corp,Automotive And Aerospace
At & T Corp,Unbulleted List
At & T Corp,Telecommunications Industry
At & T Corp,Telecommunications
At & T Corp,Technology Company
At & T Corp,Technology
Asustek Computer Inc.,Computer Hardware
Asustek Computer Inc.,Electronics
Asustek Computer Inc.,Networking Hardware
Astronautics Corporation Of America,Aerospace And Arms Industry
Astronautics Corporation Of America,Defense
Astrium Sas,Space Industry
Astrium Sas,Space Tourism
Astrazeneca Aktiebolag,Pharmaceutical Company
Astrazeneca Aktiebolag,Pharmaceutical
Astrazeneca Ab,Pharmaceutical Industry
Astrazeneca Ab,Pharmaceutical
Astrazeneca Ab,Biotechnology
Astrazeneca Uk Ltd,Pharmaceutical Industry
Astrazeneca Uk Ltd,Pharmaceutical
Astrazeneca Uk Ltd,Biotechnology
Astellas Institute For Regenerative Medicine,Biotechnology
Astellas Deutschland Gmbh,Conglomerate (Company)
Astellas Deutschland Gmbh,Conglomerate
Assurant Inc,Insurance
Assa Abloy Ab,Manufacturing And Service (Economics)
Assa Abloy Ab,Services
Assa Ab,Manufacturing And Service (Economics)
Assa Ab,Services
Asml Netherlands Bv,Conglomerate (Company)
Asml Netherlands Bv,Conglomerate
Ask Chemicals Llc,Private Equity
Ashtech Inc,Computer Software
Ashland Inc,Manufacturing And Chemical Distribution
Ascension Technology Corp,Health Care
Asahi Kasei E Materials Corp,Unbulleted List
Asahi Kasei E Materials Corp,Glass
Asahi Kasei E Materials Corp,Ceramic Materials
Asahi Kasei E Materials Corp,Ceramics
Asahi Kasei Chemicals Corporation,Chemical Industry
Asahi Glass Co Ltd,Unbulleted List
Asahi Glass Co Ltd,Glass
Asahi Glass Co Ltd,Ceramic Materials
Asahi Glass Co Ltd,Ceramics
Asahi Electronics Co Ltd,Reprography
Asahi Electronics Co Ltd,Imaging
Asahi Chemical Ind,Unbulleted List
Asahi Chemical Ind,Glass
Asahi Chemical Ind,Ceramic Materials
Asahi Chemical Ind,Ceramics
Arvinmeritor Technology Llc,Automotive Industry
Arvinmeritor Technology Llc,Automotive
Arvinmeritor Light Vehicle Systems Uk Ltd,Automotive
Artemis Intelligent Power Ltd,Automotive
Artemis Intelligent Power Ltd,Clean Energy
Artemis Intelligent Power Ltd,Defence Industry
Artemis Intelligent Power Ltd,Defence
Artemis Intelligent Power Ltd,Rail
Artemis Intelligent Power Ltd,Ship Transport
Artemis Intelligent Power Ltd,Marine
"Arqule, Inc.",Pharmaceutical Industry
Armstrong World Industries Inc,Construction Materials
Armor Defense Inc.,Aerospace And Arms Industry
Armor Defense Inc.,Defense
Arm Ip Ltd,Semiconductors
Arkema France,Chemical Industry
Arkema France,Chemical
Arizona Chemical Company,Chemical Industry
Arizona Chemical Company,Chemicals
Arizona Chemical Co Llc,Chemical Industry
Arizona Chemical Co Llc,Chemicals
Arizant Technologies Llc,Conglomerate (Company)
Arizant Technologies Llc,Conglomerate
Arizant Healthcare Inc,Conglomerate (Company)
Arizant Healthcare Inc,Conglomerate
Arista Networks Inc,Networking Hardware
Ariel University Research And Development Co Ltd,Ubl
Ariel University Research And Development Co Ltd,Watchmaking
Ariel University Research And Development Co Ltd,Jewellery
Arianegroup Sas,Aerospace Manufacturer
Arianegroup Sas,Aerospace
Arianegroup Sas,Arms Industry
Arianegroup Sas,Defence
Argent Line Llc,Real Estate
Areva Np Gmbh,Nuclear Industry
Areva Nc,Nuclear Industry
Arena Pharmaceuticals Inc,Biotechnology
"Area 1 Security, Inc.",Information Security
Area 1 Security Inc,Information Security
Arconic Inc,Aerospace
Archer Daniels Midland Co,Plainlist
Archer Daniels Midland Co,Food Processing  Commodities
Arch Development Corporation,Restaurants
Arcelormittal France,Steel Industry
Arcelormittal France,Steel
Arcelormittal Wire France,Steel Industry
Arcelormittal Wire France,Steel
Arcelormittal France Sa,Steel Industry
Arcelormittal France Sa,Steel
Arcsight Llc,Information Technology
Arbor Networks Inc,Software Industry
Arbor Networks Inc,Software
Aradigm Corporation,Private Equity
Aptiv Technologies Ltd,Risc Microprocessors
Apptio Inc,Software
Apptio Inc,Computer Software It Service Management
Apptio Inc,It Services
Applied Thin Films Inc,Semiconductors
Applied Semiconductor Inc,Semiconductors
Applied Research Associates Inc,Research & Engineering
Applied Res Corp,Conglomerate (Company)
Applied Res Corp,Conglomerate
Applied Nanotech Holdings Inc,Manufacturing
Applied Materials Inc,Semiconductors
Appliance Manufacturing Co Inc,Plainlist
Appliance Manufacturing Co Inc,Electronics  Home Appliances
Apple Inc.,Unbulleted List
Apple Inc.,Consumer Electronics
Apple Inc.,Software Services
Apple Inc.,Online Services
Apple Inc,Unbulleted List
Apple Inc,Consumer Electronics
Apple Inc,Software Services
Apple Inc,Online Services
Apple Computer Inc,Unbulleted List
Apple Computer Inc,Consumer Electronics
Apple Computer Inc,Software Services
Apple Computer Inc,Online Services
Apollo Endosurgery Inc,Eye Care
Apollo Endosurgery Inc,Neurosciences
Apollo Endosurgery Inc,Medical Dermatology
Apollo Endosurgery Inc,Medical Aesthetics
Apollo Endosurgery Inc,Breast Enhancement
Apollo Endosurgery Inc,Obesity Intervention And Urologics
Aon Global Operations Ltd (Singapore Branch),Financial Services (Insurance)
"Aoi Electronics Co., Ltd.",Mechanical Engineering
Ants Technology Hk Ltd,Technology<Br/>Financial Services
Ants Technology Hk Ltd,Payment Processor
Anton Discovery Group Inc,Amusement Park
Anton Discovery Group Inc,Theme Park Operator Entertainment
Antoine Saab,Automotive Industry
Antoine Saab,Automotive
Anis Zribi,Ubl
Anis Zribi,Condition Monitoring
Anis Zribi,Electric Power Industry
Anis Zribi,Electric Industry
Anis Zribi,Petroleum Industry
Anis Zribi,Oil And Gas Industry
Angus Chemical Company,Chemical Industry
Angus Chemical Company,Chemicals
Andrew Corp,Telecommunications
Andreas Stihl Ag And Co Kg,Forestry Equipment
Andreas Stihl Ag And Co Kg,Landscape Maintenance
Ancore Corporation,Semiconductors
Anco Inc,Auto Parts
Analytic Sciences Corp,It Service Management
Analytic Sciences Corp,It Services
Analytic Sciences Corp,Information Technology Consulting
Analytic Sciences Corp,It Consulting
Analog Devices Inc,Semiconductors
Anagram International Inc,Bookselling
Anagram International Inc,Consumer Electronics
"Anadys Pharmaceuticals, Inc.",Pharmaceutical Industry
"Anadys Pharmaceuticals, Inc.",Pharmaceuticals
Anadys Pharmaceuticals Inc,Pharmaceutical Industry
Anadys Pharmaceuticals Inc,Pharmaceuticals
Anaconda American Brass Co,Brass Manufacturing
Amyris Biotechnologies Inc,Renewable Fuels
Amyris Biotechnologies Inc,Antimalarial Medication
Amyris Biotechnologies Inc,Antimalarials
Amyris Biotechnologies Inc,Renewable Chemicals
Amyris Biotechnologies Inc,Renewable Products
Ampex Corp,Data And Instrumentation Technology For Acquisition
Ampex Corp,Storage
Ampex Corp,And Processing Of Visual Information
Amkor Technology Inc,Semiconductors & Related Devices
Amgen Inc,Biotechnology
American Superconductor Corp,Electric Power Infrastructure
American Hospital Supply Corp,Ophthalmology
American Gnc Corp,Agriculture
"American Express Travel Related Services Company, Inc.",Banking
"American Express Travel Related Services Company, Inc.",Nowrap
"American Express Travel Related Services Company, Inc.",Financial Services
American Express Travel Related Services Co Inc,Banking
American Express Travel Related Services Co Inc,Nowrap
American Express Travel Related Services Co Inc,Financial Services
American Electronic Laboratories Inc,Television Equipment Manufacturer Broadcasting Company
American Cyanamid Co,Conglomerate Originating With Chemicals
American Color And Chemical Corp,Paint And Pigments Production
"American Antenna Company, Llc",Automotive Industry
"American Antenna Company, Llc",Automotive
Amer Sports Digital Services Oy,Measuring Instruments
Amdocs Software Systems Ltd,Software
Amdocs Development Ltd,Software
Ambarella Inc,Semiconductors
"Amazon Technologies, Inc.",Hlist
"Amazon Technologies, Inc.",E-Commerce
"Amazon Technologies, Inc.",Cloud Computing
"Amazon Technologies, Inc.",Artificial Intelligence
"Amazon Technologies, Inc.",Consumer Electronics
"Amazon Technologies, Inc.",Entertainment
"Amazon Technologies, Inc.",Digital Distribution
"Amazon Technologies, Inc.",Self-Driving Cars
"Amazon Technologies, Inc.",Supermarket
Amazon Technologies Inc,Hlist
Amazon Technologies Inc,E-Commerce
Amazon Technologies Inc,Cloud Computing
Amazon Technologies Inc,Artificial Intelligence
Amazon Technologies Inc,Consumer Electronics
Amazon Technologies Inc,Entertainment
Amazon Technologies Inc,Digital Distribution
Amazon Technologies Inc,Self-Driving Cars
Amazon Technologies Inc,Supermarket
Amadeus Sas,Aviation
Alza Corp,Pharmaceutical And Medical Systems
Alusuisse Lonza Services Ag,Pharmaceutical Industry
Alusuisse Lonza Services Ag,Pharmaceuticals<Br/>Biotechnology
Aluminium Company Of America,Non-Ferrous Metal
Aluminium Company Of America,Metals
Altria Client Services Llc,Tobacco Industry
Altria Client Services Llc,Tobacco
Altimmune Inc,Pharmaceutical Industry
Altimmune Inc,Pharmaceuticals<Br/>Biotechnology
Altek Corp,Rail Environmental Industrial
Alstom Transport Technologies Sas,Rail Transport
Alstom Technology Ltd,Ubl
Alstom Technology Ltd,Steel Industry
Alstom Technology Ltd,Steel
Alstom Technology Ltd,Aerospace Engineering
Alstom Technology Ltd,Aerospace
Alstom Technology Ltd,Arms Industry
Alstom Technology Ltd,Defence
Alstom Technology Ltd,Automotive
Alstom Technology Ltd,Energy Industry
Alstom Technology Ltd,Energy
Alstom Signaling Operation Llc,Rail Transport
Alstom Grid Inc,Rail Transport
Alstom Belgium Sa,Rail Transport
Alps Electric Co Ltd,Electronics
Alpine Electronics Inc,Consumer Electronics
"Alphatech, Inc.",Consignment
"Alphatech, Inc.",Online Marketplace
Alphatech Inc,Consignment
Alphatech Inc,Online Marketplace
Alphatech Co Ltd,Financial Technology
Alpha Industries Inc,Clothing
"Allure Security Technology, Inc.",Cosmetic Industry
"Allure Security Technology, Inc.",Beauty
Allstate Insurance Co,Insurance
"Alloy Surfaces Company, Inc.",Metal
Allomet Corporation,Wear Materials
Allison Engine Co Inc,Heavy Equipment (Construction)
Allison Engine Co Inc,Heavy Equipment
Allison Engine Co Inc,Automotive Industry
Allison Engine Co Inc,Automotive
Allison Advanced Development Company,Aeronautics
Allied Tereshisu Kk,Networking Hardware
Allied Products Corp,Chemical Industry
Allied Products Corp,Chemicals
Allied Corp,Chemical Industry
Allied Corp,Chemicals
Alliant Techsystems Inc.,Aerospace
Alliant Techsystems Inc.,Defense Industry
Alliant Techsystems Inc.,Defense
