patentid,issuing_country
CN103401843A,China
KR100959274B1,Republic of Korea
KR19990029162A,Republic of Korea
JP2013232177A,Japan
KR102027291B1,Republic of Korea
JP2013071731A,Japan
JP2013006415A,Japan
JP2013232643A,Japan
CN101699456A,China
JP2004169702A,Japan
JP2017061139A,Japan
JP2009296580A,Japan
KR20090112451A,Republic of Korea
KR200351906Y1,Republic of Korea
KR100473871B1,Republic of Korea
KR920008273B1,Republic of Korea
KR20150031245A,Republic of Korea
KR20190101334A,Republic of Korea
JP2011189740A,Japan
JP2016064646A,Japan
KR20190120589A,Republic of Korea
CN105024976B,China
JP2007052550A,Japan
CN103023924A,China
KR101092346B1,Republic of Korea
KR20190110500A,Republic of Korea
KR20190107626A,Republic of Korea
KR100593259B1,Republic of Korea
CN1885788A,China
CN102111420A,China
KR20190098104A,Republic of Korea
RU2661533C1,Russian Federation
JP2013034184A,Japan
CN101771702A,China
DE102014110204B3,Germany
KR20190104944A,Republic of Korea
KR100494325B1,Republic of Korea
ES2546165T3,Spain
JP2019071779A,Japan
KR20190101323A,Republic of Korea
KR20190103103A,Republic of Korea
KR20060112603A,Republic of Korea
EP0879733B1,European Patent Office (EPO)
CN108848069A,China
KR20190106855A,Republic of Korea
JPH10336169A,Japan
GB2381353A,United Kingdom
CN1822593A,China
JP2013035539A,Japan
KR20190106854A,Republic of Korea
JP2013243365A,Japan
KR20050046656A,Republic of Korea
KR20170126094A,Republic of Korea
KR20180134088A,Republic of Korea
KR101530855B1,Republic of Korea
KR20190103091A,Republic of Korea
EP3163017A1,European Patent Office (EPO)
KR20190106889A,Republic of Korea
JP2013035120A,Japan
JP2013067376A,Japan
KR20190098091A,Republic of Korea
KR0135737B1,Republic of Korea
KR20130090442A,Republic of Korea
JP2011042358A,Japan
CN102638474B,China
KR20190117417A,Republic of Korea
KR19990007287A,Republic of Korea
JP2013190426A,Japan
KR20170126637A,Republic of Korea
KR20180129482A,Republic of Korea
JP2013117959A,Japan
KR20190072703A,Republic of Korea
KR20190096857A,Republic of Korea
DE102018205528A1,Germany
JP2004253391A,Japan
CN103546465A,China
DE102005006211A1,Germany
JP2018071790A,Japan
JP2019142495A,Japan
DE102008036949B4,Germany
DE102017210759A1,Germany
JP2009078800A,Japan
DE102012202802A1,Germany
DE10124871C1,Germany
DE19955919C1,Germany
JP2017071393A,Japan
JP2018077849A,Japan
EP1692840B1,European Patent Office (EPO)
EP1417820B1,European Patent Office (EPO)
CN107979601A,China
JP2013252851A,Japan
CN101252673B,China
KR20050011191A,Republic of Korea
JP2013006428A,Japan
JP2009063166A,Japan
JP2017074772A,Japan
JP2017077723A,Japan
JP2009122103A,Japan
EP0407060B1,European Patent Office (EPO)
CN207801995U,China
JP2013124098A,Japan
EP2615792A1,European Patent Office (EPO)
CN101197829A,China
JP2013203394A,Japan
JP2012126389A,Japan
JP2012121133A,Japan
JP2008157938A,Japan
JP2013213584A,Japan
CN106027550A,China
JP2010264587A,Japan
JP2011169896A,Japan
JP2014222246A,Japan
JP2017114114A,Japan
JP2013008364A,Japan
JP2019132433A,Japan
JP2008045207A,Japan
JP2017071757A,Japan
JP2013193735A,Japan
JP2010023508A,Japan
JP2013256281A,Japan
CN101681328B,China
EP2957728A1,European Patent Office (EPO)
JP2012080762A,Japan
CN104023024A,China
CN106330964B,China
JPH09218837A,Japan
EP2731628A2,European Patent Office (EPO)
JP2009186974A,Japan
JP2013112343A,Japan
CN102916934A,China
JP2016060204A,Japan
JP2012127349A,Japan
JP2010171431A,Japan
KR20120069361A,Republic of Korea
JP2017002890A,Japan
JP2017159888A,Japan
JP2008024585A,Japan
JP2013100901A,Japan
JP2009014720A,Japan
JP2016194917A,Japan
CN106302313B,China
JP2018167585A,Japan
JP2017074581A,Japan
JP2016064494A,Japan
CN202306563U,China
JP2013235585A,Japan
JP2013139249A,Japan
JP2009109492A,Japan
JP2016224031A,Japan
JP2012163561A,Japan
JP2012120427A,Japan
CN107563175A,China
DE102012112937A1,Germany
CN110619217A,China
CN109246124A,China
DE102006016348A1,Germany
DE10046487C2,Germany
JP2018020308A,Japan
DE102011050936A1,Germany
DE102009043854A1,Germany
DE102011000952A1,Germany
EP1468347B1,European Patent Office (EPO)
CN201927139U,China
AU760021B2,Australia
DE102005047852B4,Germany
JP2016146627A,Japan
DE102004033934A1,Germany
EP1983717B1,European Patent Office (EPO)
CN103227798A,China
DE102007008641A1,Germany
JP2016073190A,Japan
DE102005043124A1,Germany
CN103986706A,China
JP2018203254A,Japan
DE102011000019A1,Germany
JP2007255713A,Japan
CN109714338A,China
JP2006292362A,Japan
JP2004132372A,Japan
JP2008014489A,Japan
JP2008008288A,Japan
DE102012100780A1,Germany
DE102013021751B4,Germany
JP4851150B2,Japan
CN105743907A,China
DE102017202010A1,Germany
JP2006322458A,Japan
DE102014112761A1,Germany
CN101110762A,China
DE102017103925A1,Germany
KR20080090536A,Republic of Korea
JP2005127705A,Japan
DE102014109505A1,Germany
DE202015001558U1,Germany
JP2004308659A,Japan
CN101557327A,China
DE102011000014A1,Germany
DE102009021167A1,Germany
DE534686C,Germany
DE102007017322A1,Germany
JP2006336104A,Japan
JP2004278517A,Japan
DE50107955D1,Germany
DE10055381B4,Germany
DE19964587B4,Germany
GB2411988A,United Kingdom
DE19917392B4,Germany
JP2008014627A,Japan
AU712721B2,Australia
KR20190139642A,Republic of Korea
JP2017537381A,Japan
JP2005054793A,Japan
DE10261538A1,Germany
JP2006116539A,Japan
DE10130632A1,Germany
JP2006189044A,Japan
JP2006300056A,Japan
DE1055305B,Germany
DE10240235A1,Germany
DE102008061490B3,Germany
DE59910588D1,Germany
CN107465696A,China
KR100804189B1,Republic of Korea
JP2008196489A,Japan
DE10121372A1,Germany
DE102009059676A1,Germany
JP2006063980A,Japan
DE102004049365A1,Germany
KR100862194B1,Republic of Korea
DE10047878C5,Germany
DE69829578T2,Germany
CN101540676A,China
CN101015163A,China
DE59904962D1,Germany
DE19929443A1,Germany
DE19947518C1,Germany
JP2005291202A,Japan
JP2006123008A,Japan
CN1968280A,China
JP2007185654A,Japan
JP2006291948A,Japan
JP2006063986A,Japan
JP2009002329A,Japan
CN108390870A,China
DE102013112210A1,Germany
KR20170115281A,Republic of Korea
JP2005267633A,Japan
CN106714159B,China
JP2004239263A,Japan
JP2006144800A,Japan
EP0720098B1,European Patent Office (EPO)
DE102010017784B4,Germany
DE102015205724B4,Germany
CN103281301A,China
DE102007005690B4,Germany
DE60205269T2,Germany
JP2007051634A,Japan
JP2006202267A,Japan
CN1599344A,China
CN109729056A,China
CN103001976A,China
DE4135225C2,Germany
DE59904631D1,Germany
DE102010005357A1,Germany
JP2004263297A,Japan
DE102011002108A1,Germany
JP2006009788A,Japan
DE102005045781A1,Germany
JP2006170197A,Japan
DE102014015649A1,Germany
DE102005011526A1,Germany
DE102011053564B4,Germany
DE102011050685B4,Germany
CN1794645A,China
JP2008031990A,Japan
TWI273798B,Taiwan Province of China
JP2006242177A,Japan
DE102009022358B3,Germany
CN101719842B,China
DE69930001T2,Germany
DE50011087D1,Germany
DE102013004640A1,Germany
JP2006077759A,Japan
JP2004308658A,Japan
DE102009058549A1,Germany
JP2008045742A,Japan
CN108683685A,China
JP2008101778A,Japan
CN110213236A,China
JP2006329185A,Japan
DE102015120999A1,Germany
CN1091843A,China
JP2008045538A,Japan
DE102010036789B4,Germany
DE602004011190T2,Germany
DE102004025743A1,Germany
KR101252787B1,Republic of Korea
CN110572372A,China
DE10164409A1,Germany
CA3053957A1,Canada
DE202011110042U1,Germany
KR20190093044A,Republic of Korea
ES2215804T3,Spain
JP2007061912A,Japan
DE50011504D1,Germany
DE102014101891A1,Germany
JP2007083307A,Japan
DE19835695A1,Germany
CN102457412A,China
DE10123835A1,Germany
DE202014004486U1,Germany
JP2007155312A,Japan
DE102011111127A1,Germany
JP2007278289A,Japan
JP6539448B2,Japan
JP2006258290A,Japan
RU2207566C2,Russian Federation
DE102013113980A1,Germany
DE102012106420A1,Germany
CN100376092C,China
DE102009057052B4,Germany
DE102013108822B4,Germany
DE102006021135B4,Germany
DE102004048548B3,Germany
DE19755633B4,Germany
DE102006044976B3,Germany
DE10039840B4,Germany
DE19613412C2,Germany
CN102646177A,China
DE102016215701A1,Germany
DE102015113356A1,Germany
DE102017202520A1,Germany
JP2006052725A,Japan
CN1756262A,China
DE102010007404A1,Germany
DE102014115581A1,Germany
DE102014210661A1,Germany
JP2007061902A,Japan
KR20170091989A,Republic of Korea
JP2005350341A,Japan
CN103475662A,China
KR20190007697A,Republic of Korea
DE102014108150A1,Germany
JP2004211895A,Japan
CN103685171A,China
DE102010006992A1,Germany
DE102014108334A1,Germany
DE102015204742A1,Germany
DE102012104397B4,Germany
CN107493256A,China
CN102487397A,China
KR101366771B1,Republic of Korea
DE102013110881B4,Germany
JP2006026742A,Japan
CN201946046U,China
KR20090023644A,Republic of Korea
DE102005004485A1,Germany
DE102014110914B3,Germany
DE102009048283B4,Germany
JP2006078166A,Japan
JP2006037948A,Japan
CN1765090A,China
DE102004027903B4,Germany
DE102012106746B4,Germany
DE102011000566B3,Germany
DE102011000237B4,Germany
DE10004670B4,Germany
DE19926247B4,Germany
DE10160156C1,Germany
DE102014101972B4,Germany
DE60221584T2,Germany
DE19814912C2,Germany
DE102007062856B4,Germany
DE10158388C1,Germany
DE102006043262A1,Germany
DE19835697C2,Germany
DE102006042045A1,Germany
AU2003200554B2,Australia
JP2006161814A,Japan
CN101693467A,China
CN101394275A,China
JP2007292052A,Japan
KR100586500B1,Republic of Korea
DE202007003476U1,Germany
DE102005013104A1,Germany
JP2008008292A,Japan
JP2005061407A,Japan
CN102416063A,China
DE102015122233A1,Germany
DE102016204248A1,Germany
JP2005195000A,Japan
JP2007113567A,Japan
DE102008031044B4,Germany
DE102014005351A1,Germany
KR101794116B1,Republic of Korea
JP2007024049A,Japan
DE202014103521U1,Germany
DE102016122374A1,Germany
ES2427691A2,Spain
KR20100133398A,Republic of Korea
JP2005214207A,Japan
DE102015120929A1,Germany
DE102014110915A1,Germany
DE102017217513A1,Germany
JP2005220920A,Japan
DE102015114201A1,Germany
JP2006075901A,Japan
DE102010016452A1,Germany
DE102013111644A1,Germany
DE102013113475A1,Germany
JP2007298024A,Japan
KR101037108B1,Republic of Korea
DE102015108081A1,Germany
DE102011054579A1,Germany
DE102017211937A1,Germany
DE102014115975A1,Germany
CN108924129A,China
CN2684479Y,China
DE102013100569A1,Germany
DE102014224457A1,Germany
DE102015120927A1,Germany
DE102014200628A1,Germany
DE102015122372A1,Germany
DE102015109114A1,Germany
JP2006321475A,Japan
DE102017207599A1,Germany
DE102014108668A1,Germany
JP2008014308A,Japan
CN104219225A,China
DE102014224472A1,Germany
DE102016200911A1,Germany
DE102014209635A1,Germany
KR101282297B1,Republic of Korea
DE102016103321A1,Germany
DE102016112323A1,Germany
JP2008298067A,Japan
GB2504841A,United Kingdom
TWM455936U,Taiwan Province of China
JP2006132536A,Japan
DE102017202004A1,Germany
CN207968514U,China
DE102012100906A1,Germany
DE102016203753A1,Germany
DE102014002258A1,Germany
DE102015208128A1,Germany
CN110581758A,China
DE202015006273U1,Germany
JP2007263111A,Japan
DE102017217498A1,Germany
JP2006242561A,Japan
JP2008080398A,Japan
DE102015216162A1,Germany
CN102833107A,China
DE102015000930A1,Germany
EP1434408A2,European Patent Office (EPO)
DE102015114881A1,Germany
DE202014006837U1,Germany
JP2007501539A,Japan
DE102009036705A1,Germany
EP1318646B1,European Patent Office (EPO)
CN108810019A,China
JP2007203371A,Japan
DE102015213747A1,Germany
JP2008025569A,Japan
CN102164140A,China
